0.85A 20-30m,,1.63A 20-30m,,2.94A 20-30m,,4.4A 20-30m,,12A 20-30m,,17A 20-30m,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
25.835832031180306,12.91890416224966,25.89946009625985,12.777807026698763,26.05933396369238,12.65049270716469,25.886519638224883,12.458364118262503,28.15302265502062,11.940639040273455,25.495874166825438,11.063135926239163
25.990696427172537,12.918830417299189,26.054324492252086,12.77773328174829,26.214214203326314,12.65001653371496,26.01486843882571,12.459849059738344,28.31354233946734,11.93740246548101,25.531292957780714,11.048774275934363
26.145560823164768,12.918756672348715,26.209188888244313,12.777659536797819,26.36908976188429,12.649659259594554,26.109318085718904,12.455121367152618,28.481224023365378,11.935834878985279,25.60911983303822,11.036446770424522
26.300425219157,12.918682927398242,26.364051483822713,12.777631522358625,26.523974322511418,12.649073332917753,26.23798014599128,12.456099289321926,28.644993884484208,11.931813980953018,25.644428417532005,11.019883910514313
26.45528961514923,12.91860918244777,26.51892920287729,12.777219371624685,26.678853121814285,12.648633743877046,26.341370470531643,12.452306321498211,28.79931427543544,11.921656598251658,25.691503767715318,11.006105686907528
26.61015401114146,12.918535437497297,26.673793598869516,12.777145626674214,26.833742003434608,12.647938063973175,26.476794055933023,12.452931037780562,28.94548327276722,11.917090244663173,25.831410590552622,10.984301725965118
26.76501840713369,12.918461692546826,26.828650073040897,12.777273095973369,26.98862296323407,12.647443598318933,26.615710311720164,12.451028131978822,29.126251062723263,11.914650611907113,25.9567385235726,10.968219193277783
26.919882803125923,12.918387947596353,26.983479901087595,12.77807737683946,27.143512925102687,12.646720480108295,26.75755769088896,12.450970677669348,29.354311329937183,11.908574093116194,25.982427692296177,10.951393081179853
27.074747199118153,12.918314202645881,27.13379654776758,12.77878990861678,27.298401086557476,12.646043092408934,26.89646083469676,12.449400816142857,29.55194494159057,11.90066315365273,26.048802093502317,10.936799922802848
27.229611595110384,12.918240457695408,27.282196436161307,12.776678218667815,27.45328528710183,12.645466311834388,27.044825761596364,12.449105617807978,,,26.133069960755556,10.9204528769204
27.384475991102615,12.918166712744936,27.433343159350866,12.77503767335555,27.608175609053212,12.644734047521494,27.199718604127106,12.448309330779292,,,26.209245386391853,10.90861361576385
27.539340387094846,12.918092967794463,27.570780893778707,12.775084416899679,27.75475342035197,12.64441730843246,27.35461612773381,12.44739414442128,,,26.292034305220014,10.89335039471139
27.694204783087073,12.918019222843991,27.674183701188284,12.770974384197759,27.887575812788356,12.642284466193013,27.509509690430082,12.446579565188083,,,26.404076526037784,10.878854285726806
27.849069179079308,12.917945477893518,27.816132768557978,12.771159826822238,28.02297164948498,12.642325320946224,27.664402532960825,12.445783278159396,,,26.423802825827178,10.861682391728477
28.00393357507154,12.917871732943045,27.9710184094334,12.77054646183867,28.142229732040846,12.638925341913563,27.819292134746675,12.445069306051014,,,26.458441827693647,10.847217765235708
28.15879797106377,12.917797987992573,28.12587848443244,12.770582470115269,28.272686257679467,12.639907007104359,27.974172734463377,12.444583986499026,,,26.52961034887612,10.83344347248707
28.313662367055997,12.9177242430421,28.280736398934884,12.770673355005401,28.35734001375168,12.635237191916769,28.129058015256035,12.443979767617714,,,26.598064041641663,10.817809123981503
28.46852676304823,12.917650498091628,28.435584591202645,12.771011184656443,28.485704413194863,12.63778348773507,28.28393969522103,12.44346700975896,,,26.57055066820803,10.851427603278148
28.62339115904046,12.917576753141155,28.590455108601894,12.770781955967621,28.57037021567234,12.632807693853831,28.438813813447943,12.44314632004758,,,26.717838282656924,10.804790451605122
28.778255555032693,12.917503008190684,28.745348311215405,12.769976522836679,28.700318665031777,12.635347914093828,28.593698734157833,12.442551247268522,,,26.788052901673364,10.789186577013155
28.93311995102492,12.91742926324021,28.900265999456998,12.768549154752337,28.762509855841962,12.62908443281604,28.74857429271581,12.442193973148118,,,26.867942792318587,10.776041530298974
29.08800055074162,12.916943943688224,29.05519052927115,12.766948010725136,28.893521678056835,12.63009321764791,28.90346281425336,12.441507439346502,,,26.912467814199616,10.757175630640786
29.242851983754278,12.917199458418963,29.210086972629554,12.766060262673891,29.00516508038902,12.626457775951993,29.058352055956448,12.440802613340376,,,26.957695945486087,10.739895698283014
29.3977026966014,12.917473265354213,29.364960370690934,12.765757865167021,29.147844145950728,12.626129723268212,29.213231935507615,12.4403355859929,,,27.008630602042928,10.725654509999018
29.554538243732463,12.918879927517953,29.490776385835765,12.765985135005597,29.302729426743387,12.6255255043869,29.368095251251546,12.440289279349196,,,27.086590506476625,10.710457875297934
29.661065365754986,12.921685520097595,,,29.463813452333973,12.626815606253569,29.48411917565835,12.443393034355518,,,27.170018257423635,10.698176450094058
,,,,29.557490024142503,12.628461979343458,,,,,27.12216289774226,10.730584979280462
,,,,,,,,,,27.27249640148608,10.682808216908136
,,,,,,,,,,27.355822137841656,10.66810672584301
,,,,,,,,,,27.396893445287397,10.651387583548964
,,,,,,,,,,27.447224144841293,10.635259295328224
,,,,,,,,,,27.47946796203331,10.620361553811147
,,,,,,,,,,27.56773422643532,10.60614308656955
,,,,,,,,,,27.64075220429862,10.591587467819446
,,,,,,,,,,27.605353640416233,10.626749784485494
,,,,,,,,,,27.753023102633854,10.577242661141863
,,,,,,,,,,27.822015115469725,10.563807577181208
,,,,,,,,,,27.896143519241264,10.546822212921143
,,,,,,,,,,27.928585117964275,10.52947670084789
,,,,,,,,,,27.972008156929483,10.514198858356556
,,,,,,,,,,28.05239399382734,10.498737768584059
,,,,,,,,,,28.142732106853686,10.484632664088373
,,,,,,,,,,28.249091936181983,10.46818798858203
,,,,,,,,,,28.332440938844407,10.454181545282452
,,,,,,,,,,28.38721970517452,10.434761305885933
,,,,,,,,,,28.447262708552344,10.418634064397228
,,,,,,,,,,28.47401563242135,10.403076294605018
,,,,,,,,,,28.551759174238732,10.388687833314505
,,,,,,,,,,28.61599399039453,10.373439596595878
,,,,,,,,,,28.71844916837607,10.359695121262732
,,,,,,,,,,28.82274813966603,10.344683354136656
,,,,,,,,,,28.86499681845647,10.32795080074645
,,,,,,,,,,28.890809505856858,10.312157858696827
,,,,,,,,,,28.961460289126812,10.29640175071361
,,,,,,,,,,28.996686287630297,10.284353460925098
,,,,,,,,,,29.45281521235934,10.209186312013667
,,,,,,,,,,29.47492773621238,10.190062944395352
,,,,,,,,,,29.481946705527715,10.173757699226949
,,,,,,,,,,29.53530436470983,10.159918754134797
