Time,Volts,Ampers
13.376338483540444,11.938696982030606,34.0
6.127307745939429,11.28701129934617,17.0
174.4974351272529,12.5203328997907,4.4
26.74404748246769,12.114635308385308,17.0
78.16967659549886,11.516331117657044,2.9399999999999995
6.268061996754909,10.550590968432523,4.4
521.4210567975201,12.654048761820448,1.629999999999999
6.18955457985583,11.023850976512747,12.0
464.4656493284057,12.558994540528191,1.629999999999999
298.4520668908692,12.705875389071938,2.9399999999999995
575.2509627789634,12.790076436306585,1.629999999999999
147.56193138378916,12.11692588525126,2.9399999999999995
158.8356828160243,12.486728878996344,4.4
2.2946002560222496,10.588812579560535,0.8499999999999996
13.095419609018196,11.883373413112034,34.0
33.414815660612376,12.067855571169062,12.0
168.17601371780862,12.51292331992136,4.4
1169.8698907345836,12.915666265387046,0.8499999999999996
1167.1333077024765,12.915666265387046,0.8499999999999996
47.28817990843069,12.245082218108564,12.0
176.30057888108269,12.550216854777542,4.4
1060.9806791286255,12.810325274737144,0.8499999999999996
191.6912927340445,11.274970979848373,0.8499999999999996
566.7261206476767,12.77508441689968,1.629999999999999
3.120311861735717,11.081783527191517,51.0
270.7290298957719,12.616712104499312,2.9399999999999995
527.8975157649678,12.663135953533178,1.629999999999999
6.064852528543952,10.645984635385432,0.8499999999999996
173.57997559524966,12.510053724249282,4.4
1179.612699573711,12.901796757809418,0.8499999999999996
1094.8477175990097,12.847620040207309,0.8499999999999996
4.1272637971173936,10.467757047091808,4.4
715.4985508940897,12.2905497210487,0.8499999999999996
268.6316869202295,12.611343448593775,2.9399999999999995
593.1681331709581,12.785131545869818,1.629999999999999
174.239399633877,12.51125374410016,4.4
29.28022015453551,13.055294179178135,17.0
1038.320220218924,12.76969667416672,0.8499999999999996
163.519724530279,11.694630168420115,1.629999999999999
54.93086282686512,12.344411233260718,12.0
153.34620616469914,12.471545255618254,4.4
8.109558115769012,11.183761179501726,12.0
42.821381274658776,12.20213979492107,12.0
587.7500837261834,12.809703369212542,1.629999999999999
1041.7822347745728,12.77655102310649,0.8499999999999996
857.0885766330036,12.45885039693923,0.8499999999999996
187.1474075300971,11.789147370004972,1.629999999999999
72.81748492198393,11.992988319571063,4.4
158.96909449543222,12.182102083603972,2.9399999999999995
13.205614571197408,11.70294102829327,17.0
592.7610215462892,12.797799702189218,1.629999999999999
10.548615625253923,11.344655434430216,12.0
120.02369698723255,12.29108553098152,4.4
15.758077810700836,11.803710301028994,17.0
52.53464917320181,11.712007985484584,4.4
75.11288969425507,11.49560453278106,2.9399999999999995
1159.208040432007,12.92008408145722,0.8499999999999996
579.3977626939113,12.800810915898078,1.629999999999999
24.592859347904948,12.010916356464625,17.0
64.82942054906493,11.920394548774416,4.4
40.99917852485905,11.51669799783022,4.4
1104.8478383537267,12.856361249142786,0.8499999999999996
27.853559823147144,12.168718442339191,17.0
31.076423621955712,12.022312798346263,12.0
28.970138133608792,12.73504214788343,17.0
1128.394188710557,12.880321054617848,0.8499999999999996
6.711761693518417,11.5496747926876,51.0
264.08744380655435,12.58850679810342,2.9399999999999995
1119.8480194858023,12.874161623583817,0.8499999999999996
129.7098260235998,11.970538549930676,2.9399999999999995
13.008277000019625,11.87260894148544,34.0
20.401540755588144,11.067776836180435,4.4
6.990319928888084,10.66698066228777,0.8499999999999996
593.1390587138316,12.78533922056358,1.629999999999999
361.5620225625339,12.31214382223556,1.629999999999999
134.6177085253816,12.379901033012848,4.4
175.07104620039513,11.224656156615117,0.8499999999999996
10.77760793315457,11.356891480250717,12.0
212.81306907212644,12.41796126845839,2.9399999999999995
2.037166473189364,10.990375339299623,51.0
280.3937448193726,12.67583942277451,2.9399999999999995
