0.85A 1-2m,,1.63A 1-2m,,2.94A 1-2m,,4.4A 1-2m,,12A 1-2m,,17A 1-2m,,34A 1-2m,,51A 1-2m,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
1.023177326203089,12.927527160891717,1.0415565366009083,12.786135306889662,1.040864287621706,12.688528200822146,1.0471522158494595,12.55030338589994,1.0480406020394357,12.333958273674765,1.0470829909515393,12.19893511028137,1.042652597484645,11.915857196461099,1.0336793200917362,11.675447779096404
1.0521710209486757,12.9163473398776,1.070584843795455,12.77983584117892,1.0698810573332662,12.680601950010281,1.078649544403161,12.550528366818183,1.077126596648916,12.33579273346965,1.0761228356290728,12.194262429671754,1.0741153135893864,11.911201822075963,1.0627047429155363,11.668741617110381
1.0812454780751695,12.916555014571362,1.0996708384049354,12.781670300973806,1.0989670519427466,12.682436409805167,1.1077240015296548,12.550736041511943,1.10620105377541,12.336000408163411,1.1051742177895931,12.191216534163265,1.10318977071588,11.911409496769723,1.0917330501100833,11.662442151399642
1.110319935201663,12.916762689265122,1.1287683704974025,12.785131545869818,1.1280415090692402,12.682644084498929,1.1367984586561484,12.550943716205703,1.1352755109019035,12.336208082857173,1.1342371374331002,12.1897974237559,1.132218077910427,11.905110031058983,1.12076135730463,11.656142685688902
1.1393943923281566,12.916970363958882,1.1578428276238961,12.785339220563579,1.1571159661957338,12.682851759192689,1.165872915782642,12.551151390899465,1.164349968028397,12.336415757550933,1.1632885195936202,12.186751528247411,1.1612579225879605,11.90043735044937,1.1497896644991767,11.64984321997816
1.1684688494546502,12.917178038652644,1.1869172847503897,12.785546895257339,1.1861904233222273,12.683059433886449,1.1949473729091356,12.551359065593225,1.1934475001208642,12.339877002446944,1.1923514392371273,12.185332417840046,1.1902746922995207,11.892511099637503,1.178841046659697,11.646797324469672
1.197543306581144,12.917385713346404,1.2159917418768833,12.7857545699511,1.2152648804487212,12.68326710858021,1.2240218300356291,12.551566740286987,1.2225334947303446,12.341711462241829,1.2214258963636209,12.185540092533806,1.2193376119430275,11.891091989230139,1.2078808913372305,11.642124643860056
1.2266177637076376,12.917593388040164,1.245066199003377,12.78596224464486,1.2443393375752148,12.68347478327397,1.253096287162123,12.551774414980747,1.2516079518568382,12.34191913693559,1.2505003534901147,12.185747767227568,1.2483889941035478,11.888046093721648,1.236920736014764,11.637451963250442
1.2556922208341312,12.917801062733925,1.2741406561298707,12.78616991933862,1.2734137947017083,12.68368245796773,1.2821707442886165,12.551982089674507,1.2806824089833317,12.34212681162935,1.2795748106166083,12.185955441921328,1.2774288387810813,11.883373413112034,1.2659375057263242,11.629525712438577
1.2847666779606248,12.918008737427686,1.3032151132563643,12.786377594032382,1.302488251828202,12.683890132661492,1.3112452014151104,12.552189764368268,1.3097568661098253,12.34233448632311,1.3086261927771283,12.182909546412837,1.306503295907575,11.883581087805794,1.2949542754378844,11.62159946162671
1.3138411350871186,12.918216412121446,1.3322895703828581,12.786585268726142,1.3315627089546958,12.684097807355252,1.340319658541604,12.552397439062029,1.338831323236319,12.342542161016873,1.3376891124206354,12.181490436005474,1.3355316031021216,11.877281622095055,1.3240171950813915,11.620180351219346
1.3429155922136122,12.918424086815207,1.3613640275093517,12.786792943419902,1.3606602410471627,12.687559052251263,1.3693941156680975,12.552605113755789,1.3679057803628127,12.342749835710633,1.3667635695471292,12.181698110699234,1.3645714477796553,11.872608941485439,1.3530455022759382,11.613880885508607
1.3719900493401058,12.918631761508967,1.3904384846358453,12.787000618113664,1.389746235656643,12.68939351204615,1.3984570353116044,12.551186003348425,1.3969802374893063,12.342957510404394,1.3958380266736228,12.181905785392996,1.393599754974202,11.866309475774699,1.3820968844364585,11.610834990000116
1.4010645064665994,12.91883943620273,1.4195360167283124,12.790461863009675,1.4188206927831366,12.68960118673991,1.4275084174721249,12.548140107839934,1.4260546946158001,12.343165185098155,1.4248778713511563,12.17723310478338,1.4226511371347224,11.863263580266208,1.4111136541480185,11.602908739188251
1.4301389635930932,12.91904711089649,1.4486335488207795,12.793923107905686,1.4478951499096304,12.68980886143367,1.4565828745986185,12.548347782533694,1.4551291517422937,12.343372859791915,1.4539523284776499,12.177440779477141,1.4517025192952426,11.86021768475772,1.4401419613425654,11.59660927347751
1.4592134207195868,12.91925478559025,1.4777310809132465,12.797384352801696,1.476969607036124,12.690016536127432,1.485657331725112,12.548555457227456,1.4842036088687873,12.343580534485676,1.4830267856041437,12.177648454170901,1.4807423639727761,11.855545004148103,1.469181806020099,11.591936592867896
1.4882878778460804,12.919462460284011,1.5068055380397403,12.797592027495458,1.5060440641626176,12.690224210821192,1.5147317888516056,12.548763131921216,1.513278065995281,12.343788209179436,1.512066630281677,12.172975773561287,1.5098168210992697,11.855752678841865,1.4982216506976325,11.58726391225828
1.517362334972574,12.919670134977771,1.5358799951662339,12.797799702189218,1.5351185212891112,12.690431885514952,1.5438062459780992,12.548970806614978,1.5423525231217745,12.343995883873196,1.541129549925184,12.171556663153922,1.5388451282938167,11.849453213131124,1.527261495375166,11.582591231648664
1.5464367920990678,12.919877809671531,1.5649544522927274,12.798007376882978,1.564192978415605,12.690639560208714,1.5728807031045928,12.549178481308738,1.571426980248268,12.344203558566958,1.5701809320857043,12.168510767645431,1.5678965104543368,11.846407317622635,1.556289802569713,11.576291765937924
1.5755112492255614,12.920085484365293,1.594028909419221,12.79821505157674,1.5932674355420986,12.690847234902474,1.6019551602310866,12.549386156002498,1.600501437374762,12.344411233260718,1.599255389212198,12.168718442339193,1.596913280165897,11.838481066810768,1.5853181097642595,11.569992300227185
1.6045857063520552,12.920293159059053,1.6231033665457146,12.7984227262705,1.6223649676345655,12.694308479798485,1.6310296173575802,12.54959383069626,1.6295758945012555,12.344618907954478,1.628306771372718,12.165672546830702,1.6259761998094038,11.837061956403405,1.6143464169588064,11.563692834516443
1.6336601634785488,12.920500833752813,1.6522008986381818,12.801883971166511,1.6514509622440459,12.696142939593372,1.660104074484074,12.54980150539002,1.6586503516277493,12.34482658264824,1.6573696910162252,12.164253436423339,1.6550160444869375,11.832389275793789,1.6433977991193267,11.560646939007954
1.6627346206050424,12.920708508446575,1.6812868932476621,12.803718430961398,1.6805254193705397,12.696350614287132,1.6891785316105676,12.55000918008378,1.6877363462372295,12.346661042443126,1.6864210731767453,12.161207540914848,1.684055889164471,11.827716595184175,1.6724376437968602,11.555974258398338
1.691809077731536,12.920916183140335,1.7103959628231158,12.808806460958534,1.7095998764970333,12.696558288980892,1.7182529887370612,12.550216854777542,1.7168338783296966,12.350122287339136,1.715483992820252,12.159788430507485,1.7131303462909648,11.827924269877935,1.7014659509914072,11.549674792687599
1.7208835348580296,12.921123857834095,1.7394704199496096,12.809014135652294,1.738674333623527,12.696765963674654,1.7473274458635548,12.550424529471302,1.7459083354561902,12.350329962032898,1.7445584499467457,12.159996105201245,1.7421701909684981,11.82325158926832,1.730494258185954,11.543375326976859
1.7499579919845232,12.921331532527857,1.7685448770761032,12.809221810346056,1.7677487907500207,12.696973638368414,1.7764019029900484,12.550632204165062,1.7750058675486573,12.353791206928909,1.7736329070732395,12.160203779895005,1.7712100356460319,11.818578908658704,1.759511027897514,11.535449076164992
1.779032449111017,12.921539207221617,1.7976193342025968,12.809429485039816,1.7968232478765143,12.697181313062174,1.805476360116542,12.550839878858824,1.8040918621581374,12.355625666723794,1.802707364199733,12.160411454588766,1.8002268053575918,11.81065265784684,1.7885739475410212,11.534029965757629
