0.85A 2-3m,,1.63A 2-3m,,2.94A 2-3m,,4.4A 2-3m,,12A 2-3m,,17A 2-3m,,34A 2-3m,,51A 2-3m,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.052121385024715,12.901482275849366,2.0365575326068757,12.79261910401151,2.0323930550891767,12.679725072130138,2.0346635188205777,12.529199696288305,2.044710026730505,12.344822999728063,2.0458378421231025,12.138259626206791,2.046192298389347,11.770513423598866,2.0432277550716638,11.486208628297234
2.0758377315661845,12.900748484609247,2.0595327433189237,12.796628749002169,2.0580504716600823,12.684542137073784,2.0595327433189237,12.533394245023993,2.0684263732719748,12.343827140187901,2.0684263732719748,12.134670429923595,2.069908644930817,11.768587221593549,2.0669441016131334,11.47770451196084
2.099554078107654,12.901062966569299,2.0832490898603933,12.796445301192138,2.0817668182015514,12.684437309753767,2.0832490898603933,12.532778384518892,2.092142719813445,12.343656795792873,2.092142719813445,12.133438708913392,2.0936249914722866,11.76651688202321,2.090660448154603,11.47459900260533
2.1232704246491236,12.901600206584385,2.106965436401863,12.796602542172165,2.1054831647430214,12.68488282586384,2.106965436401863,12.53264735036887,2.1158590663549144,12.34340783090783,2.1158590663549144,12.132285608393204,2.1173413380137562,11.764957575637954,2.1143767946960725,11.47204383667991
2.146986771190593,12.90144296560436,2.130681782943333,12.796523921682152,2.129199511284491,12.685537996613947,2.130681782943333,12.53246390255884,2.1395754128963835,12.34254300551769,2.1395754128963835,12.131368369343052,2.141057684555226,11.763686544382745,2.138093141237542,11.469750739054534
2.1707031177320624,12.90101055290929,2.154398129484802,12.796602542172165,2.15291585782596,12.686180063949053,2.154398129484802,12.531808731808733,2.163291759437853,12.341704386957552,2.163291759437853,12.130359406387887,2.164774031096695,11.762651374597576,2.1618094877790113,11.4677197097292
2.194419464273532,12.90101055290929,2.1781144760262716,12.796405990947132,2.1766322043674298,12.687044889339194,2.1781144760262716,12.53149424984868,2.1870081059793227,12.3407740444924,2.1870081059793227,12.129376650262726,2.1884903776381646,11.761642411642411,2.185525834320481,11.466173506758947
2.2181358108150016,12.90101055290929,2.201830822567741,12.796445301192138,2.2003485509088994,12.687857301069329,2.201830822567741,12.531127354228621,2.2107244525207923,12.339869908857251,2.2107244525207923,12.128354583892559,2.212206724179634,11.760332070142196,2.2092421808619505,11.464522476468677
2.2418521573564707,12.90101055290929,2.225547169109211,12.796366680702125,2.224064897450369,12.688695919629465,2.225547169109211,12.530852182513575,2.234440799062262,12.338926462977097,2.234440799062262,12.127149069712361,2.2359230707211033,11.758812074001947,2.2329585274034196,11.462766618858389
2.2655685038979403,12.90101055290929,2.2473224456212444,12.797610881155187,2.247781243991838,12.68963936550962,2.2492635156506804,12.530341149328493,2.258157145603731,12.337904396606929,2.258157145603731,12.125956658947166,2.259639417262573,11.756912078826634,2.256674873944889,11.460434210988005
2.28928485043941,12.90101055290929,2.2741327401490263,12.798303074252443,2.2714975905333077,12.690438673824751,2.2729798621921495,12.53026252883848,2.2818734921452006,12.33686922682176,2.2818734921452006,12.125052523312016,2.2833557638040425,11.755025187066325,2.279699493712233,11.457552333248533
2.3130011969808795,12.90101055290929,2.296696208733619,12.796274956797111,2.2952139370747773,12.691185568479874,2.296696208733619,12.5297777024834,2.3055898386866702,12.336004401431618,2.3055898386866702,12.124030456941849,2.307072110345512,11.752810709930962,2.3018347504842707,11.453373217423849
2.336717543522349,12.90101055290929,2.3204125552750883,12.796484611437146,2.318930283616247,12.692050393870016,2.3204125552750883,12.529397703448337,2.3293061852281394,12.33516578287148,2.3293061852281394,12.123335975946736,2.3307884568869817,11.750438991815573,2.3248593702516143,11.450344581436351
2.3604338900638187,12.90101055290929,2.344128901816558,12.796785989982194,2.3426466301577165,12.692941426090162,2.344128901816558,12.52929287612832,2.353022531769609,12.334431991631359,2.353022531769609,12.122667701781626,2.3545048034284513,11.747110724405026,2.348575716793084,11.446728038895758
2.384150236605288,12.90101055290929,2.3678452483580275,12.796550128512155,2.3663629766991856,12.693242804635211,2.3678452483580275,12.529096324903287,2.3767388783110786,12.334209233576322,2.3767388783110786,12.122117358351534,2.3782211499699204,11.744542455064606,2.372292063334553,11.444015631990313
2.4078665831467574,12.90101055290929,2.391561594899497,12.796602542172165,2.390079323240655,12.694002802705336,2.391561594899497,12.529083221488285,2.400455224852548,12.334104406256305,2.400455224852548,12.121422877356421,2.40193749651139,11.742341081344245,2.3960084098760226,11.441722534364937
2.4315829296882265,12.90101055290929,2.4152779414409666,12.796550128512155,2.413795669782125,12.69408142319535,2.4152779414409666,12.529083221488285,2.4241715713940177,12.334104406256305,2.4241715713940177,12.12092494758634,2.425653843052859,11.740139707623884,2.4197247564174917,11.439560470889583
2.455299276229696,12.90101055290929,2.4389942879824362,12.79651081826715,2.437512016323594,12.69408142319535,2.4389942879824362,12.529083221488285,2.4478879179354873,12.334104406256305,2.4478879179354873,12.120427017816258,2.4493701895943287,11.73805626463854,2.4434411029589613,11.437725992789282
2.4790156227711657,12.901364345114347,2.462710634523906,12.797139782187253,2.4612283628650635,12.69408142319535,2.462710634523906,12.529083221488285,2.471604264476957,12.334104406256305,2.471604264476957,12.119627709501128,2.4730865361357983,11.736274200198249,2.467157449500431,11.436166686404025
2.5027319693126353,12.901456069019362,2.486426981065375,12.79841081344246,2.484944709406533,12.69408142319535,2.486426981065375,12.529083221488285,2.495320611018426,12.334104406256305,2.495320611018426,12.11927391729607,2.496802882677268,11.734963858698034,2.4908737960419005,11.434594276603768
2.526448315854105,12.901429862189358,2.5101433276068446,12.800651497407829,2.5086610559480027,12.69408142319535,2.5101433276068446,12.529083221488285,2.5190369575598957,12.334104406256305,2.5190369575598957,12.118618746545962,2.5205192292187375,11.733810758177846,2.51459014258337,11.432615660938444
2.5501646623955745,12.901429862189358,2.5338596741483137,12.802879077958194,2.5323774024894723,12.69408142319535,2.5338596741483137,12.529083221488285,2.542753304101365,12.334104406256305,2.542753304101365,12.118042196285867,2.544235575760207,11.732775588392675,2.5383064891248397,11.429929460863002
2.573881008937044,12.901429862189358,2.5575760206897833,12.803075629183226,2.556093749030942,12.69408142319535,2.5575760206897833,12.529083221488285,2.5664696506428344,12.334104406256305,2.5664696506428344,12.117465646025773,2.5679519223016767,11.731609384457485,2.5620228356663093,11.426208091002392
2.5975973554785132,12.901429862189358,2.581292367231253,12.802263217453094,2.5798100955724115,12.69408142319535,2.581292367231253,12.529083221488285,2.590185997184304,12.334104406256305,2.590185997184304,12.116692544540646,2.591668268843146,11.730168008807247,2.585739182207779,11.422892927006849
2.621313702019983,12.901429862189358,2.6050087137727225,12.802263217453094,2.6035264421138806,12.694160043685361,2.6050087137727225,12.529083221488285,2.6139023437257736,12.334104406256305,2.6139023437257736,12.116495993315613,2.6153846153846154,11.728385944366956,2.609455528749248,11.41900121275121
2.645030048561452,12.901429862189358,2.628725060314192,12.802263217453094,2.62724278865535,12.695011765660501,2.628725060314192,12.529083221488285,2.637618690267243,12.334104406256305,2.637618690267243,12.11591944305552,2.639100961926085,11.726708707246681,2.6331718752907176,11.415869496565696
2.6687463951029216,12.901429862189358,2.6524414068556617,12.802263217453094,2.6509591351968194,12.696125555935684,2.6524414068556617,12.529083221488285,2.6613350368087128,12.334104406256305,2.6613350368087128,12.115578754265464,2.662817308467554,11.724612160846336,2.6568882218321868,11.413523985280312
2.692462741644391,12.901429862189358,2.6761577533971312,12.802263217453094,2.674675481738289,12.697396587190893,2.6761577533971312,12.529083221488285,2.6850513833501823,12.334104406256305,2.6850513833501823,12.115028410835373,2.6865336550090237,11.72243699395598,2.6806045683736563,11.411283301314944
