0.85A 120-180m,,1.63A 120-180m,,2.94A 120-180m,,4.4A 120-180m,
X,Y,X,Y,X,Y,X,Y
144.93822481951756,12.769033350075773,145.0641162579048,12.525855974484696,144.24582190838777,12.176090709029777,139.03493710054872,11.472739715210999
145.63062773064735,12.768591134015143,145.75651916903456,12.523506701662596,144.93822481951756,12.17321630463568,139.9812494330203,11.46096131367569
146.3230306417771,12.768121279450723,146.44892208016432,12.521475271634074,145.63062773064735,12.170231346226423,140.6579159143517,11.441398537874651
147.01543355290687,12.767858713664724,147.1413249912941,12.519982792429447,146.27407286018206,12.168424095173084,141.49019820146725,11.42846457510908
147.70783646403666,12.767264485833252,147.8337279024239,12.518421216965345,146.81260845772746,12.161820028239848,142.24055113979117,11.416292051592535
148.40023937516642,12.766366234460095,148.5111437375552,12.517230787123559,147.39730424934817,12.16178962588568,143.19148111189472,11.404387599627427
149.0926422862962,12.765343609819887,149.1705750814883,12.51456696180595,147.7665858019507,12.153135089065758,143.5601631814573,11.388239365082057
149.78504519742597,12.764390081439153,149.8479909166196,12.51220255361273,148.34469903470148,12.15364417946693,144.15350152023714,11.37644614712704
150.47744810855576,12.76338127605084,150.54039382774937,12.50982564228684,148.83345403079306,12.147456406206784,144.50332712327076,11.360492281456336
151.15486394368705,12.762317193654948,151.23279673887913,12.507047972656006,149.4703166014579,12.145826547380379,145.38583882267216,11.350676773930017
151.81429528762015,12.76011664230562,151.92519965000892,12.504201206765696,150.16271951258767,12.141722229567652,146.0470378730051,11.337616104473723
152.45195593168182,12.759692990453049,152.6176025611387,12.502349427011806,150.85512242371743,12.137507357739768,146.67209326639625,11.324230564484637
153.03503206737003,12.756396735211638,153.31000547226847,12.501091875089388,151.54752533484722,12.131786187455361,147.10659631863558,11.310153988589137
153.68767978743017,12.756057072546648,154.00240838339823,12.50006925044918,152.239928245977,12.126645425750532,147.33948744060734,11.296349456050859
154.38008269855993,12.754675147357178,154.69481129452802,12.499074264312762,152.93233115710677,12.12211271112907,148.02065761396858,11.286117067759049
155.0724856096897,12.753085933389286,155.3872142056578,12.497747616130871,153.62473406823653,12.118948102445183,148.8367983953802,11.273356994654726
155.76488852081948,12.750999226353187,156.07961711678757,12.496061667399717,154.2681791977713,12.11692588525126,149.6397858454407,11.256823797140202
156.45729143194927,12.749009254080349,156.77202002791734,12.493947321859828,154.80671479531668,12.110592061466185,150.09977379339406,11.240875511749708
157.14969434307903,12.74733712460109,157.4644229390471,12.491888253327517,155.69295055602677,12.101608889675015,150.5013240710085,11.227553937384865
157.8420972542088,12.74598283791541,158.1568258501769,12.489732450031942,156.50086923754483,12.09372265264047,151.09851253793278,11.21651963008349
158.53450016533859,12.744877297763834,158.84922876130668,12.487355538706055,157.23886744527,12.086852889919736,151.7877129475597,11.20282043597016
159.22690307646837,12.743882311627415,159.54163167243644,12.485420843440796,158.07451221738523,12.081608483825697,152.5213326376661,11.190256168954178
159.91930598759814,12.742845867735312,160.2340345835662,12.483914544984273,158.8125104251104,12.074590607071837,153.10857917084888,11.177523543803558
160.6117088987279,12.741712689079947,160.926437494696,12.482726089321329,159.4786859532428,12.068286724999204,153.47917209260132,11.160559663559999
161.3041118098577,12.740579510424581,161.61884040582578,12.481316525628069,160.34055810835542,12.063694481292657,154.03978240416944,11.148218207914788
161.99651472098748,12.739584524288162,162.31124331695554,12.4796720346526,161.3631234216017,12.058863722613504,154.8890437994683,11.136581706856854
162.68891763211724,12.738741549922585,163.0036462280853,12.477460954349446,161.99651472098748,12.056968757697444,155.67046994202906,11.119942018383346
163.381320543247,12.737898575557008,163.6960491392151,12.474724742474296,162.6301682942032,12.054205828601962,156.21809769901353,11.104679503216204
164.07372345437676,12.73693122792438,164.38845205034488,12.472499842919248,163.06659194727894,12.053942341532503,156.39434571275564,11.09004178309595
164.76612636550655,12.735853326276592,165.08085496147464,12.4708000749362,164.43202985594044,12.02641651779701,156.97611675378755,11.079454762091073
165.45852927663634,12.734844520888279,165.7732578726044,12.469058849197468,165.08085496147464,12.028597833557619,157.6172911142316,11.067776836180435
166.1509321877661,12.733559330462072,166.46566078373417,12.46665429936779,165.8571854981959,12.026681563961553,158.11418520169087,11.054852333083524
166.84333509889586,12.731776646967656,167.15806369486396,12.463959545248324,167.0321722564767,12.019642958329852,158.64736835147883,11.040789130657599
167.53573801002565,12.729717578435345,167.85046660599374,12.46177610344896,167.7245751676065,12.013507210488603,158.766915128515,11.024401697260917
168.22814092115544,12.727934894940928,168.5428695171235,12.459965781450753,167.7245751676065,11.999439212059796,159.5797805931598,11.009879435218544
168.9205438322852,12.726525331247668,169.23527242825327,12.458625314016968,168.36302460514173,12.004256208434521,159.79341454921092,10.990497414356852
169.61294674341497,12.725516525859355,169.87871755778804,12.459290173580346,168.65976870991165,11.993919408017284,159.9847695355595,10.977784130564752
170.30534965454476,12.724176058425568,170.4172531553334,12.454797381242136,169.63692606501255,11.984610496717167,161.00039871474848,10.96698977471728
170.99775256567455,12.722213724656521,171.06069828486812,12.453940587624663,170.24240393535115,11.977549517058588,161.40095137784786,10.954242418410889
171.6901554768043,12.719284043254845,171.7531011959979,12.45084507520025,170.9348068464809,11.975808291319856,162.01478928462433,10.940765047264053
172.38255838793407,12.717017685944112,172.43051703112923,12.447348804470892,171.58745456654106,11.97504023184613,162.11030121337592,10.924541657031043
173.07496129906386,12.715414652724327,173.16012315444343,12.444880848661931,172.12028455796067,11.970538549930676,162.40566189574594,10.912369022150564
173.76736421019362,12.714115643046226,173.83030992938723,12.442097488750903,173.8229045506586,11.935748718768624,162.72938273731313,10.898576877249962
174.4597671213234,12.713189753169281,174.52271284051702,12.441074864110696,174.4597671213234,11.932830417927331,163.0036462280853,10.885534830318301
175.15217003245317,12.712457332818861,175.2151157516468,12.440093697226171,175.10321225085812,11.932518717023484,163.7196537839127,10.874226491708253
175.84457294358293,12.711752550972232,175.90751866277657,12.438628856525334,175.64174784840353,11.927113854060224,164.0932583327472,10.859360461265398
176.53697585471272,12.71118596164455,,,176.52798360911362,11.918869025155997,164.64507690551883,10.842260413890816
177.2293787658425,12.710881938102865,,,177.22544465839292,11.905597854662334,165.15363594929227,10.826903327298089
177.9501072506094,12.7137646340481,,,177.5555520380276,11.89388776608806,165.60120624014186,10.812218990234777
178.29945599213397,12.709113073860344,,,177.7014716597946,11.878520757981152,165.7635739158054,10.79703886093426
,,,,,,166.1661259820542,10.784717439996909
,,,,,,166.60674601640955,10.77135088773324
,,,,,,167.20476535749148,10.757801718436745
,,,,,,167.9534686919469,10.745130207419836
,,,,,,168.14783086563256,10.72778116913888
,,,,,,168.53635789100002,10.715200884655427
,,,,,,168.65781387391183,10.700522062861761
,,,,,,168.78370531229908,10.687647326792211
,,,,,,168.9368630928169,10.673652942027282
,,,,,,169.30451271936624,10.659933598205535
,,,,,,169.68240408873208,10.646271409256507
,,,,,,170.03258487137242,10.631537799412301
,,,,,,170.82845028646415,10.605972564627844
,,,,,,171.08457424732092,10.590373011868362
,,,,,,171.19753680485428,10.576837355056021
,,,,,,171.57878997361559,10.564484237972701
,,,,,,171.75076987306483,10.550590968432523
,,,,,,171.9474118943782,10.536151074129862
,,,,,,172.176096428979,10.521785300864575
,,,,,,172.4365118615286,10.512369257459293
,,,,,,174.38756467871895,10.459401458484905
,,,,,,174.74512104833445,10.441594024686536
,,,,,,174.8601018953948,10.425166619317572
,,,,,,174.8374414364851,10.41135601947623
,,,,,,174.8767825109811,10.397964112925447
,,,,,,175.04080452926448,10.38480632483778
,,,,,,175.04126567006443,10.370694287034805
,,,,,,175.0367695472649,10.358909755466694
,,,,,,175.08922431325956,10.349282343313384
,,,,,,177.19337911039625,10.303725385044272
,,,,,,177.5471445787206,10.292334297402082
,,,,,,177.5471445787206,10.274108557174578
,,,,,,177.5471445787206,10.26157836076817
,,,,,,177.5471445787206,10.24904816436176
,,,,,,177.78298822427018,10.239935294248008
,,,,,,177.78298822427018,10.223987771548941
,,,,,,178.01883186981973,10.211457575142532
,,,,,,170.5897570350084,10.619258512732934
,,,,,,159.74094933972833,10.998581731217861
,,,,,,173.89156807270234,10.467757047091808
,,,,,,173.537802604378,10.479148134733997
,,,,,,173.3019589588284,10.487121896083531
,,,,,,173.06611531327883,10.497373874961502
,,,,,,175.77831723709886,10.339037756735062
,,,,,,176.13208270542322,10.328785777857089
,,,,,,176.8396136420719,10.315116472686462
,,,,,,176.48584817374757,10.323090234035995
,,,,,,177.5471445787206,10.280943209759892
