0.85A 30-60m,,1.63A 30-60m,,2.94A 30-60m,,4.4A 30-60m,,12A 30-60m,,17A 30-60m,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
53.123181928983534,12.882704601637219,53.49458641423583,12.690431808741288,53.77860160884053,12.527011285003647,53.40719712358823,12.322434849398201,48.319683919720504,11.198827757740315,,
53.47273909157393,12.882545698502595,53.829453135725984,12.688833384106294,54.128158771430925,12.526330271569542,53.756754286178634,12.321106873201694,48.42180614847087,11.183761179501726,,
53.82229625416433,12.881717132157766,54.14284921253117,12.684687812672932,54.47771593402132,12.525592507015928,54.10631144876902,12.319869698796403,48.63628803729587,11.169479105456718,,
54.17185341675473,12.880321054617848,54.47771593402132,12.682452601338346,54.82727309661172,12.524877442910116,54.45586861135942,12.318348768793564,48.848669222018756,11.156688276213574,,
54.521410579345115,12.878822825062816,54.82727309661172,12.681499182530597,55.17683025920211,12.523958074774072,54.80542577394982,12.316691636103908,49.133997356687274,11.14276067839196,,
54.870967741935516,12.87834611565894,55.17683025920211,12.681487832306695,55.526387421792506,12.52291385417511,55.154982936540215,12.314569144234277,49.217192741645306,11.125326734478845,,
55.22052490452592,12.87834611565894,55.526387421792506,12.681487832306695,55.87594458438291,12.521597228202506,55.499254456551114,12.312428345551902,49.45064698951818,11.112432880126438,,
55.57008206711631,12.878391516554547,55.87594458438291,12.681170026037446,56.2255017469733,12.519667690139205,55.83753558163859,12.309229779229133,49.602121759974025,11.097698776138758,,
55.9196392297067,12.878459617897958,56.2255017469733,12.680114455214582,56.575058909563694,12.517681400956395,56.1526773381003,12.306990978075863,49.824673153489904,11.085882436375424,,
56.269196392297104,12.87834611565894,56.575058909563694,12.679058884391717,56.924616072154095,12.51507084945899,56.38571544649389,12.301542870603015,50.10593426135904,11.071142829248883,,
56.6187535548875,12.87834611565894,56.924616072154095,12.677594705508389,57.27417323474449,12.511938187662102,56.68389094282389,12.301230108877723,50.21321353877789,11.056364748003693,,
56.96831071747789,12.878323415211137,57.27417323474449,12.67599432393824,57.61353498009266,12.509254994731723,56.96871529752718,12.296831266547793,50.35774782644025,11.04141135111039,,
57.317867880068285,12.87834611565894,57.62373039733488,12.674813900652456,57.9397883318437,12.506191947641433,57.29602055740639,12.294933256884221,50.34180968438405,11.023850976512747,,
57.66742504265868,12.878754723719405,57.973287559925275,12.673826431173003,58.27915007719187,12.504004381154767,57.64557771999678,12.292844815686294,50.463270394897236,11.011234283818284,,
58.01698220524908,12.878505018793566,58.32284472251567,12.672963814156468,58.62870723978227,12.501257626970538,57.99513488258718,12.29108553098152,50.72640211931041,10.991313973210454,,
58.36653936783947,12.876847886103908,58.67240188510607,12.672214699378952,58.978264402372666,12.500156655252068,58.344692045177574,12.288599831947034,51.098559327444335,10.96880520112081,,
58.716096530429866,12.874498389756242,59.02195904769647,12.671896893109702,59.21858495165356,12.50088306958178,58.69424920776797,12.285580672389164,51.185721632921414,10.950723144682355,,
59.065653693020266,12.872977459753406,59.251355935646416,12.672117087453397,,,59.01103538636551,12.284656065688244,51.37102665149918,10.935720487518235,,
,,,,,,,,51.63210215730887,10.923497053057627,,
,,,,,,,,51.81015783700336,10.908056208461662,,
,,,,,,,,51.89545738374417,10.89344264714174,,
,,,,,,,,52.04945027698251,10.875119728147379,,
,,,,,,,,52.22541879959917,10.85927076016282,,
,,,,,,,,52.350029454781854,10.844002607121629,,
,,,,,,,,52.53498478039393,10.830653967729464,,
,,,,,,,,52.68667242219877,10.816440833198248,,
,,,,,,,,52.78363812261317,10.801603215168583,,
,,,,,,,,52.85207651595177,10.788154919575884,,
,,,,,,,,52.931780384793406,10.77367903243426,,
,,,,,,,,52.993008298123044,10.757715682748419,,
,,,,,,,,53.12925062972295,10.745021928639613,,
,,,,,,,,53.29231034062478,10.73083365590466,,
,,,,,,,,53.49270302435119,10.716668576475257,,
,,,,,,,,53.62398978692555,10.70056992468546,,
,,,,,,,,53.71642076741819,10.68384842559572,,
,,,,,,,,53.82481709908684,10.667266621569384,,
,,,,,,,,53.866983959609115,10.652034779837603,,
,,,,,,,,53.99139453156742,10.638701775004051,,
,,,,,,,,54.10590686871973,10.623428241115974,,
,,,,,,,,54.24909930759501,10.608015958247456,,
,,,,,,,,54.37520157383855,10.591970982393356,,
,,,,,,,,54.46679227269037,10.57717145455098,,
,,,,,,,,54.55327125822705,10.562537232533636,,
,,,,,,,,54.61244109043636,10.547070660763493,,
,,,,,,,,54.684355194198446,10.53101387735046,,
,,,,,,,,54.71694411716912,10.515683508267141,,
,,,,,,,,54.82299862043874,10.504163524494842,,
,,,,,,,,54.92908162021617,10.48985947884584,,
,,,,,,,,55.01297533923787,10.475200437672232,,
,,,,,,,,55.18931444358034,10.461332150383251,,
,,,,,,,,55.29132641315243,10.445201140109146,,
,,,,,,,,55.38088425286425,10.430656710974224,,
,,,,,,,,55.516337653368026,10.415794273788295,,
,,,,,,,,55.54605001218822,10.40029259199222,,
,,,,,,,,55.6238600921302,10.38522228855194,,
,,,,,,,,55.674276990580765,10.36917132576655,,
,,,,,,,,55.823006841009835,10.353944563855254,,
,,,,,,,,55.89545112247388,10.33690775305097,,
,,,,,,,,56.01627161840356,10.32178676025911,,
,,,,,,,,56.13720215121477,10.308095479919759,,
,,,,,,,,56.25132131011918,10.293730911706625,,
,,,,,,,,56.32036512168944,10.277562979370536,,
,,,,,,,,56.36646899557746,10.262432988676098,,
,,,,,,,,56.417029942309284,10.244065083481924,,
,,,,,,,,56.46625924270743,10.225735228562165,,
,,,,,,,,56.53136426423988,10.210952696952504,,
,,,,,,,,56.62631608965507,10.196647922459691,,
,,,,,,,,56.75420695539126,10.180189050089155,,
,,,,,,,,56.87664695065732,10.16647561087344,,
,,,,,,,,57.02380291703911,10.15143757091911,,
,,,,,,,,57.080871923366374,10.136282041342758,,
,,,,,,,,57.09830228731619,10.120822838993353,,
,,,,,,,,57.14025723842803,10.105050904162388,,
,,,,,,,,57.23091553587392,10.090781974388069,,
,,,,,,,,57.27308086861139,10.07558538661047,,
,,,,,,,,57.36104235104299,10.06112974144918,,
,,,,,,,,57.3758473132864,10.04377961457411,,
,,,,,,,,57.41774135509411,10.028181662922908,,
,,,,,,,,57.57925549048744,10.016092053006968,,
,,,,,,,,57.530619188847254,9.997810625709189,,
,,,,,,,,57.60982755564095,9.985549632325851,,
,,,,,,,,57.948783130453144,9.971280141991562,,
,,,,,,,,58.03773716177788,9.953838344950558,,
,,,,,,,,58.165231894740536,9.937509588553365,,
,,,,,,,,58.18083712521332,9.920052432152271,,
,,,,,,,,58.23909665231173,9.906178646689668,,
,,,,,,,,58.276965344925685,9.892183928716161,,
,,,,,,,,58.351519333509415,9.87934455543848,,
,,,,,,,,59.098424677013114,9.750503798458794,,
,,,,,,,,59.098424677013114,9.736701926194245,,
,,,,,,,,59.098424677013114,9.723011809980422,,
,,,,,,,,59.11859143639333,9.708287950297391,,
,,,,,,,,59.148673519135485,9.690948999027393,,
,,,,,,,,59.16214603477699,9.671136048184469,,
,,,,,,,,59.16153916470304,9.652319899227319,,
,,,,,,,,59.20766129032261,9.638477670611119,,
